--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20250626 00:00	15.1	15.1	15.1	50	4.8	6	13	22	0.0	732.5	635	0.483	4.0
20250626 00:05	14.7	14.7	14.7	51	4.7	8	16	22	0.0	732.4	618	0.000	3.7
20250626 00:10	14.4	14.4	14.4	52	4.7	8	14	22	0.0	732.4	602	0.000	3.5
20250626 00:15	14.1	14.1	14.1	53	4.6	8	14	45	0.0	732.3	583	0.000	3.3
20250626 00:20	14.0	14.0	14.0	54	4.8	6	16	22	0.0	732.4	563	0.000	3.1
20250626 00:25	13.9	13.9	13.9	55	5.0	13	19	22	0.0	732.3	543	0.000	2.9
20250626 00:30	13.8	13.8	13.8	55	4.9	6	19	22	0.0	732.4	525	0.000	2.8
20250626 00:35	13.9	13.9	13.9	55	5.0	8	18	22	0.0	732.3	508	0.000	2.6
20250626 00:40	13.9	13.9	13.9	56	5.3	10	16	22	0.0	732.3	489	0.000	2.4
20250626 00:45	13.9	13.9	13.9	56	5.3	8	16	22	0.0	732.3	470	0.000	2.2
20250626 00:50	13.7	13.7	13.7	56	5.0	10	16	22	0.0	732.3	453	0.000	2.1
20250626 00:55	13.7	13.7	13.7	56	5.0	6	13	22	0.0	732.3	432	0.000	1.9
20250626 01:00	13.5	13.5	13.5	57	5.1	10	16	45	0.0	732.3	414	0.330	1.7
20250626 01:05	13.4	13.4	13.4	58	5.3	10	16	22	0.0	732.2	392	0.000	1.5
20250626 01:10	13.3	13.3	13.3	58	5.2	8	13	22	0.0	732.2	375	0.000	1.3
20250626 01:15	13.2	13.2	13.2	58	5.1	6	10	45	0.0	732.2	359	0.000	1.3
20250626 01:20	13.3	13.3	13.3	58	5.2	6	13	68	0.0	732.2	337	0.000	1.2
20250626 01:25	13.2	13.2	13.2	58	5.1	8	14	22	0.0	732.3	319	0.000	1.1
20250626 01:30	13.2	13.2	13.2	58	5.1	8	13	22	0.0	732.2	300	0.000	1.0
20250626 01:35	13.1	13.1	13.1	59	5.3	8	14	22	0.0	732.2	281	0.000	0.9
20250626 01:40	13.1	13.1	13.1	59	5.3	6	14	22	0.0	732.3	260	0.000	0.8
20250626 01:45	13.1	13.1	13.1	59	5.3	8	13	22	0.0	732.3	243	0.000	0.7
