--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20250629 00:00	16.0	16.0	16.0	57	7.5	4	15	325	0.0	734.5	-100000	-100000.000	-1.0
20250629 00:05	16.1	16.1	16.1	56	7.3	7	15	352	0.0	734.5	-100000	-100000.000	-1.0
20250629 00:10	15.9	15.9	15.9	56	7.1	7	16	349	0.0	734.5	-100000	-100000.000	-1.0
20250629 00:15	15.7	15.7	15.7	56	6.9	6	16	342	0.0	734.5	-100000	-100000.000	-1.0
20250629 00:20	15.7	15.7	15.7	56	6.9	6	13	325	0.0	734.5	-100000	-100000.000	-1.0
20250629 00:25	15.6	15.6	15.6	56	6.8	4	12	333	0.0	734.2	-100000	-100000.000	-1.0
20250629 00:30	15.6	15.6	15.6	56	6.8	2	8	302	0.0	734.2	-100000	-100000.000	-1.0
20250629 00:35	15.9	15.9	15.9	55	6.9	4	14	347	0.0	734.2	-100000	-100000.000	-1.0
20250629 00:40	15.7	15.7	15.7	55	6.7	5	13	333	0.0	734.2	-100000	-100000.000	-1.0
20250629 00:45	15.7	15.7	15.7	55	6.6	4	11	322	0.0	734.2	-100000	-100000.000	-1.0
20250629 00:50	15.8	15.8	15.8	54	6.5	5	15	343	0.0	734.2	-100000	-100000.000	-1.0
20250629 00:55	15.7	15.7	15.7	53	6.1	6	16	347	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:00	15.7	15.7	15.7	53	6.1	7	20	345	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:05	16.0	16.0	16.0	52	6.1	11	20	3	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:10	15.6	15.6	15.6	53	6.0	10	18	5	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:15	15.2	15.2	15.2	54	5.9	9	18	354	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:20	15.3	15.3	15.3	52	5.5	10	19	3	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:25	15.2	15.2	15.2	52	5.4	9	18	349	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:30	15.0	15.0	15.0	53	5.5	9	18	1	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:35	14.9	14.9	14.9	54	5.6	8	18	351	0.0	734.2	-100000	-100000.000	-1.0
20250629 01:40	15.0	15.0	15.0	53	5.6	7	13	352	0.0	734.2	-100000	-100000.000	-1.0
