--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20250623 00:00	12.7	12.7	12.7	30	-4.5	13	23	3	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:05	12.6	12.6	12.6	30	-4.6	11	19	18	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:10	12.5	12.5	12.5	30	-4.6	11	19	0	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:15	12.2	12.2	12.2	31	-4.5	10	19	10	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:20	12.6	12.6	12.6	31	-4.1	11	20	358	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:25	12.4	12.4	12.4	31	-4.3	12	23	7	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:30	12.0	12.0	12.0	31	-4.6	10	18	3	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:35	12.0	12.0	12.0	32	-4.2	10	20	5	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:40	12.4	12.4	12.4	33	-3.4	11	19	1	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:45	12.2	12.2	12.2	33	-3.6	11	17	10	0.0	729.4	-100000	-100000.000	-1.0
20250623 00:50	12.1	12.1	12.1	34	-3.3	11	19	10	0.0	729.1	-100000	-100000.000	-1.0
20250623 00:55	11.8	11.8	11.8	34	-3.6	11	18	16	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:00	11.8	11.8	11.8	35	-3.2	10	16	12	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:05	11.6	11.6	11.6	35	-3.4	8	14	7	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:10	11.7	11.7	11.7	35	-3.3	7	12	12	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:15	11.6	11.6	11.6	36	-3.0	6	9	10	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:20	11.7	11.7	11.7	37	-2.5	7	11	27	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:25	11.7	11.7	11.7	41	-1.1	3	7	342	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:30	12.6	12.6	12.6	39	-1.0	3	6	331	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:35	13.0	13.0	13.0	40	-0.3	4	9	338	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:40	13.2	13.2	13.2	39	-0.5	4	10	320	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:45	13.2	13.2	13.2	39	-0.5	3	6	349	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:50	13.0	13.0	13.0	39	-0.6	2	6	298	0.0	729.1	-100000	-100000.000	-1.0
20250623 01:55	13.1	13.1	13.1	40	-0.2	4	7	331	0.0	729.1	-100000	-100000.000	-1.0
20250623 02:00	12.9	12.9	12.9	40	-0.4	5	7	351	0.0	729.1	-100000	-100000.000	-1.0
20250623 02:05	12.4	12.4	12.4	41	-0.5	3	8	316	0.0	729.1	-100000	-100000.000	-1.0
