--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20250905 00:00	12.6	12.6	12.6	99	12.4	11	21	22	0.0	731.8	223	0.127	1.2
20250905 00:05	12.4	12.4	12.4	100	12.4	11	19	22	0.0	731.7	143	0.000	1.0
20250905 00:10	12.0	12.0	12.0	99	11.8	8	18	45	0.0	731.5	189	0.000	1.3
20250905 00:15	12.2	12.2	12.2	100	12.2	5	11	22	0.0	731.6	38	0.000	0.2
20250905 00:20	11.9	11.9	11.9	100	11.9	6	19	22	0.0	731.7	40	0.000	0.0
20250905 00:25	11.8	11.8	11.8	100	11.8	5	11	45	0.0	731.6	53	0.000	0.0
20250905 00:30	11.6	11.6	11.6	100	11.6	5	11	45	0.0	731.6	102	0.000	0.4
20250905 00:35	11.6	11.6	11.6	100	11.6	8	18	22	0.0	731.7	78	0.000	0.0
20250905 00:40	11.7	11.7	11.7	100	11.7	6	14	22	0.2	731.7	153	0.000	0.3
20250905 00:45	11.8	11.8	11.8	100	11.8	6	16	22	0.0	731.6	197	0.000	0.6
20250905 00:50	12.1	12.1	12.1	100	12.1	8	13	22	0.0	731.7	389	0.000	1.0
20250905 00:55	11.9	11.9	11.9	100	11.9	6	14	22	0.0	731.8	101	0.000	0.3
20250905 01:00	11.8	11.8	11.8	100	11.8	5	10	45	0.0	731.7	57	0.076	0.2
20250905 01:05	11.7	11.7	11.7	100	11.7	5	11	22	0.0	731.7	91	0.000	0.4
20250905 01:10	11.6	11.6	11.6	100	11.6	8	13	22	0.0	731.8	73	0.000	0.3
20250905 01:15	11.4	11.4	11.4	100	11.4	8	13	22	0.0	731.9	53	0.000	0.0
20250905 01:20	11.4	11.4	11.4	100	11.4	8	14	22	0.0	732.0	36	0.000	0.0
20250905 01:25	11.4	11.4	11.4	100	11.4	6	11	22	0.0	732.0	30	0.000	0.0
20250905 01:30	11.4	11.4	11.4	100	11.4	5	13	22	0.0	731.8	40	0.000	0.0
20250905 01:35	11.3	11.3	11.3	100	11.3	5	8	0	0.0	731.8	65	0.000	0.0
20250905 01:40	11.3	11.3	11.3	100	11.3	6	13	22	0.0	731.7	91	0.000	0.0
20250905 01:45	11.2	11.2	11.2	100	11.2	8	13	22	0.0	731.7	59	0.000	0.0
20250905 01:50	11.2	11.2	11.2	99	11.0	5	10	22	0.0	731.7	32	0.000	0.0
20250905 01:55	11.1	11.1	11.1	99	11.0	5	8	22	0.0	731.6	14	0.000	0.0
20250905 02:00	11.0	11.0	11.0	98	10.7	6	11	45	0.0	731.5	12	0.025	0.0
20250905 02:05	10.9	10.9	10.9	99	10.8	8	13	22	0.0	731.6	10	0.000	0.0
20250905 02:10	10.9	10.9	10.9	99	10.8	8	16	45	0.0	731.6	6	0.000	0.0
20250905 02:15	10.9	10.9	10.9	99	10.8	6	11	22	0.0	731.5	0	0.000	0.0
20250905 02:20	10.9	10.9	10.9	99	10.7	6	11	22	0.0	731.6	0	0.000	0.0
20250905 02:25	10.8	10.8	10.8	100	10.8	8	14	22	0.0	731.6	0	0.000	0.0
20250905 02:30	10.8	10.8	10.8	100	10.8	8	13	22	0.0	731.5	0	0.000	0.0
20250905 02:35	10.8	10.8	10.8	100	10.8	10	16	22	0.0	731.6	0	0.000	0.0
20250905 02:40	10.8	10.8	10.8	100	10.8	8	13	22	0.0	731.7	0	0.000	0.0
20250905 02:45	10.8	10.8	10.8	100	10.8	6	11	22	0.0	731.7	0	0.000	0.0
20250905 02:50	10.8	10.8	10.8	100	10.8	8	11	22	0.0	731.7	0	0.000	0.0
20250905 02:55	10.8	10.8	10.8	100	10.8	6	13	22	0.0	731.8	0	0.000	0.0
20250905 03:00	10.8	10.8	10.8	100	10.8	6	13	22	0.0	731.9	0	0.000	0.0
20250905 03:05	10.6	10.6	10.6	100	10.6	6	11	22	0.0	731.8	0	0.000	0.0
20250905 03:10	10.6	10.6	10.6	100	10.6	8	13	22	0.0	731.9	0	0.000	0.0
20250905 03:15	10.6	10.6	10.6	100	10.6	10	14	22	0.0	731.9	0	0.000	0.0
20250905 03:20	10.5	10.5	10.5	100	10.5	11	16	22	0.0	732.0	0	0.000	0.0
20250905 03:25	10.5	10.5	10.5	100	10.5	8	14	22	0.0	731.9	0	0.000	0.0
20250905 03:30	10.6	10.6	10.6	100	10.6	10	14	22	0.0	732.0	0	0.000	0.0
20250905 03:35	10.6	10.6	10.6	100	10.6	10	14	22	0.0	732.0	0	0.000	0.0
20250905 03:40	10.6	10.6	10.6	100	10.6	10	16	22	0.0	732.0	0	0.000	0.0
20250905 03:45	10.6	10.6	10.6	100	10.6	11	21	45	0.0	732.0	0	0.000	0.0
20250905 03:50	10.6	10.6	10.6	100	10.6	10	14	45	0.0	732.0	0	0.000	0.0
20250905 03:55	10.4	10.4	10.4	100	10.4	10	16	22	0.0	732.1	0	0.000	0.0
20250905 04:00	10.4	10.4	10.4	100	10.4	10	18	22	0.0	732.1	0	0.000	0.0
20250905 04:05	10.4	10.4	10.4	100	10.4	11	24	22	0.0	732.3	0	0.000	0.0
20250905 04:10	10.4	10.4	10.4	100	10.4	11	24	22	0.0	732.4	0	0.000	0.0
20250905 04:15	10.4	10.4	10.4	100	10.4	13	21	45	0.0	732.4	0	0.000	0.0
20250905 04:20	10.6	10.6	10.6	100	10.6	11	18	22	0.0	732.4	0	0.000	0.0
20250905 04:25	10.6	10.6	10.6	100	10.6	11	21	22	0.0	732.3	0	0.000	0.0
20250905 04:30	10.7	10.7	10.7	100	10.7	11	19	22	0.0	732.5	0	0.000	0.0
