--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20250602 00:00	8.8	7.2	8.8	80	5.5	10	21	214	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:05	9.3	7.5	9.3	79	5.8	12	23	203	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:10	9.1	7.4	9.1	79	5.6	11	24	212	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:15	8.5	6.6	8.5	83	5.8	11	31	205	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:20	8.5	6.6	8.5	82	5.6	11	25	201	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:25	8.5	6.8	8.5	80	5.2	10	25	205	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:30	8.5	6.9	8.5	81	5.4	10	23	201	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:35	8.7	7.5	8.7	80	5.4	8	20	221	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:40	8.7	7.2	8.7	78	5.0	9	23	214	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:45	8.6	6.7	8.6	80	5.3	11	24	205	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:50	8.3	6.6	8.3	80	5.0	10	25	212	0.0	728.4	-100000	-100000.000	-1.0
20250602 00:55	8.3	6.3	8.3	80	5.0	11	26	207	0.0	728.4	-100000	-100000.000	-1.0
20250602 01:00	8.2	6.5	8.2	79	4.7	10	23	214	0.0	728.4	-100000	-100000.000	-1.0
20250602 01:05	8.0	6.1	8.0	79	4.6	11	24	208	0.0	728.4	-100000	-100000.000	-1.0
20250602 01:10	7.8	5.4	7.8	81	4.7	13	34	212	0.0	728.4	-100000	-100000.000	-1.0
20250602 01:15	7.7	5.6	7.7	80	4.4	12	29	208	0.0	728.4	-100000	-100000.000	-1.0
